,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Cluster #
835,Hipster-friendly analyst. Problem solver. Explorer. Internet junkie. Future teen idol. Avid twitter expert.,9.0,6.0,3.0,6.0,4.0,1.0,6.999999999999999,1.0
836,Wannabe coffee fan. Subtly charming thinker. Analyst. Music aficionado. Organizer. Passionate tv maven. Baconaholic.,6.999999999999999,3.0,0.0,9.0,2.0,5.000000000000001,5.000000000000001,5.0
837,Hardcore entrepreneur. Internet geek. Typical beer advocate. Devoted web fanatic. Alcohol ninja. Zombie practitioner.,5.000000000000001,2.0,0.0,3.0,6.0,3.0,4.0,10.0
838,Thinker. Evil pop culture practitioner. Reader. Web advocate. Hardcore tvaholic.,2.0,0.0,2.0,4.0,8.0,8.0,6.999999999999999,0.0
839,Troublemaker. Typical social media advocate. Entrepreneur. Zombie scholar. Music geek. Evil internet fanatic.,6.999999999999999,4.0,2.0,6.999999999999999,0.0,4.0,2.0,10.0
840,Falls down a lot. Pop culture geek. Avid social media fan. Friendly bacon specialist. Wannabe zombie evangelist. Typical beer maven.,3.0,1.0,3.0,6.0,4.0,8.0,8.0,2.0
841,General beer aficionado. Internetaholic. Bacon practitioner. Unapologetic student. Writer.,5.000000000000001,0.0,9.0,4.0,6.0,5.000000000000001,2.0,5.0
842,Wannabe entrepreneur. Zombie geek. Freelance alcohol fanatic. Twitter fanatic. Typical bacon fan.,4.0,6.0,2.0,3.0,4.0,8.0,3.0,10.0
843,Certified pop culture geek. Troublemaker. Zombie trailblazer. Coffee fanatic. Creator.,1.0,6.999999999999999,2.0,5.000000000000001,9.0,3.0,9.0,2.0
844,Lifelong bacon expert. Beer fanatic. Future teen idol. Hipster-friendly internet junkie. Professional web ninja.,5.000000000000001,1.0,1.0,3.0,6.999999999999999,0.0,4.0,1.0
845,Passionate pop culture lover. Twitter fanatic. Lifelong web junkie. Freelance travel advocate. Friendly organizer.,8.0,2.0,6.999999999999999,6.0,6.0,8.0,8.0,2.0
846,Student. Wannabe tv scholar. Problem solver. Beer trailblazer. Hardcore web evangelist.,0.0,6.0,3.0,3.0,2.0,4.0,3.0,1.0
847,Award-winning bacon enthusiast. Amateur student. Proud creator. Troublemaker. Introvert.,5.000000000000001,4.0,4.0,8.0,3.0,5.000000000000001,2.0,5.0
848,Music trailblazer. Social media evangelist. Freelance introvert. Evil pop culture maven.,0.0,0.0,6.999999999999999,2.0,0.0,5.000000000000001,1.0,2.0
849,Hardcore introvert. Beer lover. Passionate analyst. Music buff. Friendly web aficionado. Award-winning gamer. Alcohol ninja.,5.000000000000001,8.0,4.0,0.0,1.0,2.0,0.0,9.0
850,Hipster-friendly analyst. Problem solver. Explorer. Internet junkie. Future teen idol. Avid twitter expert.,1.0,6.0,8.0,0.0,1.0,2.0,4.0,1.0
851,Wannabe coffee fan. Subtly charming thinker. Analyst. Music aficionado. Organizer. Passionate tv maven. Baconaholic.,9.0,6.0,4.0,2.0,6.0,9.0,4.0,5.0
852,Hardcore entrepreneur. Internet geek. Typical beer advocate. Devoted web fanatic. Alcohol ninja. Zombie practitioner.,6.0,0.0,9.0,6.0,1.0,9.0,6.999999999999999,10.0
853,Thinker. Evil pop culture practitioner. Reader. Web advocate. Hardcore tvaholic.,3.0,8.0,0.0,6.0,4.0,9.0,5.000000000000001,0.0
854,Troublemaker. Typical social media advocate. Entrepreneur. Zombie scholar. Music geek. Evil internet fanatic.,4.0,2.0,2.0,9.0,9.0,9.0,6.999999999999999,10.0
855,Falls down a lot. Pop culture geek. Avid social media fan. Friendly bacon specialist. Wannabe zombie evangelist. Typical beer maven.,2.0,8.0,6.0,5.000000000000001,8.0,1.0,8.0,2.0
856,General beer aficionado. Internetaholic. Bacon practitioner. Unapologetic student. Writer.,3.0,0.0,0.0,3.0,5.000000000000001,6.0,6.999999999999999,5.0
857,Wannabe entrepreneur. Zombie geek. Freelance alcohol fanatic. Twitter fanatic. Typical bacon fan.,6.999999999999999,0.0,4.0,2.0,3.0,9.0,6.999999999999999,10.0
858,Certified pop culture geek. Troublemaker. Zombie trailblazer. Coffee fanatic. Creator.,3.0,1.0,0.0,0.0,3.0,9.0,4.0,2.0
859,Lifelong bacon expert. Beer fanatic. Future teen idol. Hipster-friendly internet junkie. Professional web ninja.,5.000000000000001,8.0,6.999999999999999,4.0,0.0,8.0,0.0,1.0
860,Passionate pop culture lover. Twitter fanatic. Lifelong web junkie. Freelance travel advocate. Friendly organizer.,5.000000000000001,1.0,0.0,9.0,2.0,6.0,9.0,2.0
861,Student. Wannabe tv scholar. Problem solver. Beer trailblazer. Hardcore web evangelist.,5.000000000000001,5.000000000000001,0.0,0.0,4.0,0.0,6.999999999999999,1.0
862,Award-winning bacon enthusiast. Amateur student. Proud creator. Troublemaker. Introvert.,6.999999999999999,4.0,2.0,5.000000000000001,2.0,4.0,1.0,5.0
863,Music trailblazer. Social media evangelist. Freelance introvert. Evil pop culture maven.,2.0,6.999999999999999,6.999999999999999,6.0,3.0,5.000000000000001,6.999999999999999,2.0
864,Hardcore introvert. Beer lover. Passionate analyst. Music buff. Friendly web aficionado. Award-winning gamer. Alcohol ninja.,3.0,6.0,1.0,8.0,5.000000000000001,2.0,2.0,9.0
865,Hipster-friendly analyst. Problem solver. Explorer. Internet junkie. Future teen idol. Avid twitter expert.,6.0,8.0,0.0,6.0,0.0,5.000000000000001,5.000000000000001,1.0
866,Wannabe coffee fan. Subtly charming thinker. Analyst. Music aficionado. Organizer. Passionate tv maven. Baconaholic.,1.0,1.0,6.999999999999999,4.0,2.0,0.0,5.000000000000001,5.0
867,Hardcore entrepreneur. Internet geek. Typical beer advocate. Devoted web fanatic. Alcohol ninja. Zombie practitioner.,5.000000000000001,1.0,1.0,6.0,5.000000000000001,6.999999999999999,6.999999999999999,10.0
868,Thinker. Evil pop culture practitioner. Reader. Web advocate. Hardcore tvaholic.,6.999999999999999,6.999999999999999,6.999999999999999,4.0,8.0,8.0,4.0,0.0
869,Troublemaker. Typical social media advocate. Entrepreneur. Zombie scholar. Music geek. Evil internet fanatic.,4.0,0.0,5.000000000000001,5.000000000000001,6.999999999999999,1.0,9.0,10.0
870,Certified web scholar. Explorer. Amateur food specialist. Beeraholic. Creator.,3.0,4.0,6.999999999999999,5.000000000000001,9.0,8.0,0.0,5.0
871,Unable to type with boxing gloves on. Extreme gamer. Pop culture ninja. Music aficionado. Alcohol practitioner.,2.0,0.0,0.0,5.000000000000001,9.0,3.0,6.0,7.0
872,Proud travel fanatic. Pop culture specialist. Professional bacon advocate.,4.0,4.0,5.000000000000001,2.0,3.0,4.0,4.0,2.0
873,Devoted student. Freelance internet practitioner. Musicaholic. Passionate social media fan. Twitter geek.,9.0,9.0,6.999999999999999,9.0,3.0,9.0,0.0,11.0
874,Subtly charming explorer. Avid web lover. Devoted music enthusiast. Food specialist. Coffeeaholic.,1.0,4.0,4.0,6.999999999999999,6.999999999999999,5.000000000000001,5.000000000000001,5.0
875,Wannabe zombie fan. Certified social media junkie. Award-winning communicator. Music scholar. Devoted troublemaker.,3.0,4.0,9.0,2.0,9.0,6.0,6.999999999999999,9.0
876,General coffee maven. Bacon aficionado. Subtly charming explorer. Professional beer ninja. Creator. Amateur writer. Introvert.,3.0,6.0,6.999999999999999,5.000000000000001,8.0,4.0,6.999999999999999,5.0
877,Writer. Friendly bacon evangelist. Certified organizer. Music fan. Avid troublemaker.,8.0,5.000000000000001,4.0,2.0,8.0,9.0,3.0,0.0
878,Friendly music trailblazer. Communicator. Typical food ninja. Social media guru. Zombie fan.,8.0,6.999999999999999,5.000000000000001,5.000000000000001,2.0,1.0,1.0,10.0
879,Subtly charming analyst. Writer. Evil food scholar. Tv enthusiast. Certified coffee maven.,2.0,6.0,4.0,2.0,4.0,2.0,2.0,6.0
880,Bacon enthusiast. Award-winning zombie lover. Hardcore coffee geek. Professional tv nerd. Wannabe alcohol practitioner.,2.0,0.0,6.0,0.0,0.0,9.0,0.0,9.0
881,Student. Friendly music expert. Thinker. General beer specialist. Coffee guru.,5.000000000000001,3.0,1.0,2.0,8.0,4.0,2.0,0.0
882,Alcohol practitioner. Friendly beeraholic. Social media nerd. Wannabe analyst. Introvert.,2.0,8.0,3.0,1.0,2.0,3.0,6.999999999999999,11.0
883,Certified music ninja. Subtly charming thinker. Internet evangelist. Tv aficionado. Communicator. Problem solver. Troublemaker.,2.0,6.999999999999999,2.0,6.999999999999999,0.0,2.0,1.0,1.0
884,Food trailblazer. Infuriatingly humble alcohol geek. Award-winning social media guru.,8.0,9.0,6.0,4.0,6.0,9.0,6.0,4.0
885,Certified web scholar. Explorer. Amateur food specialist. Beeraholic. Creator.,3.0,6.0,5.000000000000001,5.000000000000001,3.0,1.0,5.000000000000001,5.0
886,Unable to type with boxing gloves on. Extreme gamer. Pop culture ninja. Music aficionado. Alcohol practitioner.,2.0,8.0,8.0,3.0,0.0,3.0,3.0,7.0
887,Proud travel fanatic. Pop culture specialist. Professional bacon advocate.,4.0,2.0,9.0,6.0,2.0,0.0,0.0,2.0
888,Devoted student. Freelance internet practitioner. Musicaholic. Passionate social media fan. Twitter geek.,3.0,3.0,9.0,3.0,6.0,6.0,0.0,11.0
889,Subtly charming explorer. Avid web lover. Devoted music enthusiast. Food specialist. Coffeeaholic.,4.0,1.0,8.0,9.0,4.0,0.0,6.0,5.0
890,Wannabe zombie fan. Certified social media junkie. Award-winning communicator. Music scholar. Devoted troublemaker.,8.0,9.0,2.0,6.0,4.0,5.000000000000001,5.000000000000001,9.0
891,General coffee maven. Bacon aficionado. Subtly charming explorer. Professional beer ninja. Creator. Amateur writer. Introvert.,9.0,6.999999999999999,9.0,6.0,3.0,6.0,8.0,5.0
892,Writer. Friendly bacon evangelist. Certified organizer. Music fan. Avid troublemaker.,1.0,1.0,6.0,3.0,3.0,4.0,1.0,0.0
893,Friendly music trailblazer. Communicator. Typical food ninja. Social media guru. Zombie fan.,1.0,6.999999999999999,2.0,2.0,5.000000000000001,8.0,3.0,10.0
894,Subtly charming analyst. Writer. Evil food scholar. Tv enthusiast. Certified coffee maven.,4.0,1.0,1.0,6.0,6.999999999999999,6.0,8.0,6.0
895,Bacon enthusiast. Award-winning zombie lover. Hardcore coffee geek. Professional tv nerd. Wannabe alcohol practitioner.,0.0,6.999999999999999,9.0,4.0,3.0,5.000000000000001,6.999999999999999,9.0
896,Student. Friendly music expert. Thinker. General beer specialist. Coffee guru.,4.0,5.000000000000001,4.0,8.0,4.0,8.0,5.000000000000001,0.0
897,Alcohol practitioner. Friendly beeraholic. Social media nerd. Wannabe analyst. Introvert.,0.0,1.0,6.999999999999999,9.0,6.999999999999999,1.0,8.0,11.0
898,Certified music ninja. Subtly charming thinker. Internet evangelist. Tv aficionado. Communicator. Problem solver. Troublemaker.,0.0,3.0,2.0,2.0,6.999999999999999,1.0,8.0,1.0
899,Food trailblazer. Infuriatingly humble alcohol geek. Award-winning social media guru.,8.0,1.0,9.0,4.0,0.0,5.000000000000001,3.0,4.0
900,Certified web scholar. Explorer. Amateur food specialist. Beeraholic. Creator.,3.0,9.0,8.0,8.0,2.0,3.0,1.0,5.0
901,Unable to type with boxing gloves on. Extreme gamer. Pop culture ninja. Music aficionado. Alcohol practitioner.,1.0,8.0,0.0,5.000000000000001,9.0,3.0,8.0,7.0
902,Proud travel fanatic. Pop culture specialist. Professional bacon advocate.,4.0,2.0,9.0,0.0,5.000000000000001,5.000000000000001,2.0,2.0
903,Devoted student. Freelance internet practitioner. Musicaholic. Passionate social media fan. Twitter geek.,0.0,5.000000000000001,1.0,6.999999999999999,6.0,9.0,0.0,11.0
904,Subtly charming explorer. Avid web lover. Devoted music enthusiast. Food specialist. Coffeeaholic.,9.0,5.000000000000001,4.0,3.0,0.0,6.0,5.000000000000001,5.0
905,Wannabe zombie fan. Certified social media junkie. Award-winning communicator. Music scholar. Devoted troublemaker.,0.0,2.0,0.0,4.0,9.0,8.0,9.0,9.0
906,General coffee maven. Bacon aficionado. Subtly charming explorer. Professional beer ninja. Creator. Amateur writer. Introvert.,3.0,8.0,8.0,1.0,6.999999999999999,5.000000000000001,2.0,5.0
907,Writer. Friendly bacon evangelist. Certified organizer. Music fan. Avid troublemaker.,0.0,5.000000000000001,3.0,5.000000000000001,6.0,2.0,8.0,0.0
908,Friendly music trailblazer. Communicator. Typical food ninja. Social media guru. Zombie fan.,4.0,5.000000000000001,6.999999999999999,8.0,8.0,9.0,6.0,10.0
909,Subtly charming analyst. Writer. Evil food scholar. Tv enthusiast. Certified coffee maven.,2.0,2.0,9.0,6.0,9.0,2.0,6.999999999999999,6.0
910,Bacon enthusiast. Award-winning zombie lover. Hardcore coffee geek. Professional tv nerd. Wannabe alcohol practitioner.,6.0,2.0,4.0,4.0,1.0,1.0,4.0,9.0
911,Student. Friendly music expert. Thinker. General beer specialist. Coffee guru.,9.0,9.0,1.0,2.0,1.0,6.0,8.0,0.0
912,Alcohol practitioner. Friendly beeraholic. Social media nerd. Wannabe analyst. Introvert.,0.0,3.0,6.0,4.0,6.0,8.0,6.0,11.0
913,Certified music ninja. Subtly charming thinker. Internet evangelist. Tv aficionado. Communicator. Problem solver. Troublemaker.,4.0,6.999999999999999,5.000000000000001,0.0,2.0,5.000000000000001,9.0,1.0
914,Food trailblazer. Infuriatingly humble alcohol geek. Award-winning social media guru.,4.0,2.0,8.0,3.0,2.0,1.0,6.999999999999999,4.0
915,Certified web scholar. Explorer. Amateur food specialist. Beeraholic. Creator.,1.0,1.0,9.0,9.0,9.0,9.0,6.999999999999999,5.0
916,Unable to type with boxing gloves on. Extreme gamer. Pop culture ninja. Music aficionado. Alcohol practitioner.,2.0,6.999999999999999,2.0,3.0,4.0,5.000000000000001,3.0,7.0
917,Proud travel fanatic. Pop culture specialist. Professional bacon advocate.,2.0,1.0,9.0,3.0,4.0,6.0,1.0,2.0
918,Devoted student. Freelance internet practitioner. Musicaholic. Passionate social media fan. Twitter geek.,3.0,6.999999999999999,5.000000000000001,4.0,3.0,3.0,3.0,11.0
919,Subtly charming explorer. Avid web lover. Devoted music enthusiast. Food specialist. Coffeeaholic.,8.0,1.0,8.0,6.999999999999999,6.0,6.0,4.0,5.0
920,Wannabe zombie fan. Certified social media junkie. Award-winning communicator. Music scholar. Devoted troublemaker.,3.0,2.0,1.0,6.999999999999999,4.0,1.0,6.0,9.0
921,General coffee maven. Bacon aficionado. Subtly charming explorer. Professional beer ninja. Creator. Amateur writer. Introvert.,0.0,9.0,6.0,3.0,9.0,3.0,6.0,5.0
922,Writer. Friendly bacon evangelist. Certified organizer. Music fan. Avid troublemaker.,9.0,0.0,6.0,9.0,3.0,8.0,0.0,0.0
923,Friendly music trailblazer. Communicator. Typical food ninja. Social media guru. Zombie fan.,5.000000000000001,9.0,0.0,5.000000000000001,5.000000000000001,6.999999999999999,3.0,10.0
924,Subtly charming analyst. Writer. Evil food scholar. Tv enthusiast. Certified coffee maven.,4.0,2.0,8.0,5.000000000000001,5.000000000000001,9.0,3.0,6.0
925,Bacon enthusiast. Award-winning zombie lover. Hardcore coffee geek. Professional tv nerd. Wannabe alcohol practitioner.,2.0,4.0,2.0,6.0,1.0,6.999999999999999,4.0,9.0
926,Student. Friendly music expert. Thinker. General beer specialist. Coffee guru.,3.0,0.0,0.0,5.000000000000001,0.0,2.0,5.000000000000001,0.0
927,Alcohol practitioner. Friendly beeraholic. Social media nerd. Wannabe analyst. Introvert.,0.0,4.0,8.0,8.0,9.0,1.0,0.0,11.0
928,Certified music ninja. Subtly charming thinker. Internet evangelist. Tv aficionado. Communicator. Problem solver. Troublemaker.,5.000000000000001,4.0,8.0,5.000000000000001,5.000000000000001,2.0,0.0,1.0
929,Food trailblazer. Infuriatingly humble alcohol geek. Award-winning social media guru.,8.0,6.999999999999999,5.000000000000001,6.0,5.000000000000001,3.0,5.000000000000001,4.0
930,Certified web scholar. Explorer. Amateur food specialist. Beeraholic. Creator.,5.000000000000001,8.0,6.0,1.0,5.000000000000001,0.0,5.000000000000001,5.0
931,Unable to type with boxing gloves on. Extreme gamer. Pop culture ninja. Music aficionado. Alcohol practitioner.,5.000000000000001,4.0,9.0,6.999999999999999,6.999999999999999,4.0,1.0,7.0
932,Proud travel fanatic. Pop culture specialist. Professional bacon advocate.,5.000000000000001,8.0,5.000000000000001,1.0,6.0,6.999999999999999,5.000000000000001,2.0
933,Devoted student. Freelance internet practitioner. Musicaholic. Passionate social media fan. Twitter geek.,6.999999999999999,9.0,3.0,6.999999999999999,9.0,6.999999999999999,0.0,11.0
934,Subtly charming explorer. Avid web lover. Devoted music enthusiast. Food specialist. Coffeeaholic.,9.0,6.0,9.0,8.0,5.000000000000001,5.000000000000001,0.0,5.0
935,Wannabe zombie fan. Certified social media junkie. Award-winning communicator. Music scholar. Devoted troublemaker.,6.0,3.0,4.0,1.0,6.999999999999999,6.999999999999999,5.000000000000001,9.0
936,General coffee maven. Bacon aficionado. Subtly charming explorer. Professional beer ninja. Creator. Amateur writer. Introvert.,9.0,4.0,6.0,4.0,3.0,3.0,6.0,5.0
937,Writer. Friendly bacon evangelist. Certified organizer. Music fan. Avid troublemaker.,8.0,6.0,9.0,1.0,5.000000000000001,2.0,2.0,0.0
938,Friendly music trailblazer. Communicator. Typical food ninja. Social media guru. Zombie fan.,3.0,5.000000000000001,3.0,6.0,4.0,5.000000000000001,8.0,10.0
939,Subtly charming analyst. Writer. Evil food scholar. Tv enthusiast. Certified coffee maven.,4.0,9.0,3.0,2.0,0.0,6.0,6.0,6.0
940,Bacon enthusiast. Award-winning zombie lover. Hardcore coffee geek. Professional tv nerd. Wannabe alcohol practitioner.,1.0,6.0,5.000000000000001,9.0,0.0,5.000000000000001,8.0,9.0
941,Student. Friendly music expert. Thinker. General beer specialist. Coffee guru.,4.0,0.0,4.0,1.0,5.000000000000001,9.0,1.0,0.0
942,Alcohol practitioner. Friendly beeraholic. Social media nerd. Wannabe analyst. Introvert.,6.999999999999999,9.0,8.0,2.0,0.0,0.0,9.0,11.0
943,Certified music ninja. Subtly charming thinker. Internet evangelist. Tv aficionado. Communicator. Problem solver. Troublemaker.,9.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0
944,Food trailblazer. Infuriatingly humble alcohol geek. Award-winning social media guru.,9.0,5.000000000000001,0.0,6.999999999999999,0.0,0.0,1.0,4.0
945,Certified web scholar. Explorer. Amateur food specialist. Beeraholic. Creator.,9.0,5.000000000000001,6.999999999999999,1.0,3.0,9.0,4.0,5.0
946,Unable to type with boxing gloves on. Extreme gamer. Pop culture ninja. Music aficionado. Alcohol practitioner.,8.0,8.0,4.0,1.0,5.000000000000001,5.000000000000001,0.0,7.0
947,Proud travel fanatic. Pop culture specialist. Professional bacon advocate.,6.0,5.000000000000001,6.999999999999999,8.0,6.999999999999999,8.0,1.0,2.0
948,Devoted student. Freelance internet practitioner. Musicaholic. Passionate social media fan. Twitter geek.,9.0,5.000000000000001,8.0,3.0,2.0,0.0,1.0,11.0
949,Subtly charming explorer. Avid web lover. Devoted music enthusiast. Food specialist. Coffeeaholic.,2.0,1.0,2.0,3.0,0.0,1.0,6.999999999999999,5.0
950,Wannabe zombie fan. Certified social media junkie. Award-winning communicator. Music scholar. Devoted troublemaker.,2.0,2.0,2.0,0.0,4.0,3.0,6.999999999999999,9.0
951,General coffee maven. Bacon aficionado. Subtly charming explorer. Professional beer ninja. Creator. Amateur writer. Introvert.,8.0,8.0,6.0,5.000000000000001,5.000000000000001,5.000000000000001,4.0,5.0
952,Writer. Friendly bacon evangelist. Certified organizer. Music fan. Avid troublemaker.,1.0,5.000000000000001,6.0,6.999999999999999,2.0,9.0,8.0,0.0
953,Friendly music trailblazer. Communicator. Typical food ninja. Social media guru. Zombie fan.,9.0,8.0,6.999999999999999,2.0,0.0,5.000000000000001,6.999999999999999,10.0
954,Subtly charming analyst. Writer. Evil food scholar. Tv enthusiast. Certified coffee maven.,2.0,0.0,1.0,8.0,6.0,4.0,6.999999999999999,6.0
955,Bacon enthusiast. Award-winning zombie lover. Hardcore coffee geek. Professional tv nerd. Wannabe alcohol practitioner.,1.0,0.0,3.0,5.000000000000001,4.0,0.0,6.999999999999999,9.0
956,Student. Friendly music expert. Thinker. General beer specialist. Coffee guru.,1.0,8.0,1.0,6.999999999999999,8.0,6.999999999999999,5.000000000000001,0.0
